evm.model.CP144691.1_RagTag.2248	FAR1
evm.model.CP144691.1_RagTag.2382	EIL
evm.model.CP144691.1_RagTag.247	ZF-HD
evm.model.CP144691.1_RagTag.3064	GeBP
evm.model.CP144691.1_RagTag.309	NAC
evm.model.CP144691.1_RagTag.3133	NAC
evm.model.CP144691.1_RagTag.3515	bZIP
evm.model.CP144691.1_RagTag.394	bHLH
evm.model.CP144691.1_RagTag.4030	NAC
evm.model.CP144691.1_RagTag.408	GeBP
evm.model.CP144691.1_RagTag.417	bHLH
evm.model.CP144691.1_RagTag.494	bHLH
evm.model.CP144691.1_RagTag.495	Dof
evm.model.CP144691.1_RagTag.496	Dof
evm.model.CP144691.1_RagTag.5	bHLH
evm.model.CP144691.1_RagTag.517	VOZ
evm.model.CP144691.1_RagTag.656	TCP
evm.model.CP144691.1_RagTag.718	FAR1
evm.model.CP144691.1_RagTag.764	NF-YC
evm.model.CP144691.1_RagTag.765	NF-YC
evm.model.CP144691.1_RagTag.877	FAR1
evm.model.CP144691.1_RagTag.887	NF-YB
evm.model.CP144691.1_RagTag.888	Trihelix
evm.model.CP144692.1_RagTag.12	bHLH
evm.model.CP144692.1_RagTag.1312	Trihelix
evm.model.CP144692.1_RagTag.141	Dof
evm.model.CP144692.1_RagTag.158	NF-YA
evm.model.CP144692.1_RagTag.2491	GRAS
evm.model.CP144692.1_RagTag.2567	bHLH
evm.model.CP144692.1_RagTag.2577	LBD
evm.model.CP144692.1_RagTag.2592	bHLH
evm.model.CP144692.1_RagTag.2618	WRKY
evm.model.CP144692.1_RagTag.2756	bHLH
evm.model.CP144692.1_RagTag.289	bZIP
evm.model.CP144692.1_RagTag.2995	GRAS
evm.model.CP144692.1_RagTag.3240	NF-YB
evm.model.CP144692.1_RagTag.3256	NF-YC
evm.model.CP144692.1_RagTag.3283	bHLH
evm.model.CP144692.1_RagTag.3314	GeBP
evm.model.CP144692.1_RagTag.3315	GeBP
evm.model.CP144692.1_RagTag.3329	YABBY
evm.model.CP144692.1_RagTag.3337	bHLH
evm.model.CP144692.1_RagTag.3463	ZF-HD
evm.model.CP144692.1_RagTag.3568	GRAS
evm.model.CP144692.1_RagTag.3688	Trihelix
evm.model.CP144692.1_RagTag.3689	Trihelix
evm.model.CP144692.1_RagTag.3719	bHLH
evm.model.CP144692.1_RagTag.3779	GATA
evm.model.CP144692.1_RagTag.3806	LBD
evm.model.CP144692.1_RagTag.3817	GRAS
evm.model.CP144692.1_RagTag.3917	Trihelix
evm.model.CP144692.1_RagTag.3919	Trihelix
evm.model.CP144692.1_RagTag.3921	Trihelix
evm.model.CP144692.1_RagTag.3973	GRAS
evm.model.CP144692.1_RagTag.3988	Nin-like
evm.model.CP144692.1_RagTag.4077	bHLH
evm.model.CP144692.1_RagTag.4228	bHLH
evm.model.CP144692.1_RagTag.4394	bZIP
evm.model.CP144692.1_RagTag.836	bZIP
evm.model.CP144692.1_RagTag.969	Trihelix
evm.model.CP144692.1_RagTag.984	LBD
evm.model.CP144693.1_RagTag.1002	NAC
evm.model.CP144693.1_RagTag.1159	GRAS
evm.model.CP144693.1_RagTag.1359	SBP
evm.model.CP144693.1_RagTag.1495	NAC
evm.model.CP144693.1_RagTag.1546	NAC
evm.model.CP144693.1_RagTag.1564	LBD
evm.model.CP144693.1_RagTag.1652	NAC
evm.model.CP144693.1_RagTag.175	Trihelix
evm.model.CP144693.1_RagTag.1784	TCP
evm.model.CP144693.1_RagTag.1853	WRKY
evm.model.CP144693.1_RagTag.1854	WRKY
evm.model.CP144693.1_RagTag.1932	NAC
evm.model.CP144693.1_RagTag.1966	GRAS
evm.model.CP144693.1_RagTag.2003	SRS
evm.model.CP144693.1_RagTag.2130	EIL
evm.model.CP144693.1_RagTag.224	EIL
evm.model.CP144693.1_RagTag.225	EIL
evm.model.CP144693.1_RagTag.249	bHLH
evm.model.CP144693.1_RagTag.361	EIL
evm.model.CP144693.1_RagTag.370	FAR1
evm.model.CP144693.1_RagTag.402	GRAS
evm.model.CP144693.1_RagTag.403	GRAS
evm.model.CP144693.1_RagTag.405	GRAS
evm.model.CP144693.1_RagTag.421	Dof
evm.model.CP144693.1_RagTag.475	NAC
evm.model.CP144693.1_RagTag.536	bHLH
evm.model.CP144693.1_RagTag.594	bZIP
evm.model.CP144693.1_RagTag.612	NAC
evm.model.CP144693.1_RagTag.758	GRAS
evm.model.CP144693.1_RagTag.854	FAR1
evm.model.CP144693.1_RagTag.916	bHLH
evm.model.CP144694.1_RagTag.1016	FAR1
evm.model.CP144694.1_RagTag.112	NF-YA
evm.model.CP144694.1_RagTag.1201	GRAS
evm.model.CP144694.1_RagTag.1349	LBD
evm.model.CP144694.1_RagTag.1464	bHLH
evm.model.CP144694.1_RagTag.1700	bHLH
evm.model.CP144694.1_RagTag.2095	bHLH
evm.model.CP144694.1_RagTag.2111	bHLH
evm.model.CP144694.1_RagTag.2130	TCP
evm.model.CP144694.1_RagTag.2140	LBD
evm.model.CP144694.1_RagTag.2169	VOZ
evm.model.CP144694.1_RagTag.2219	NAC
evm.model.CP144694.1_RagTag.2557	WRKY
evm.model.CP144694.1_RagTag.2605	WRKY
evm.model.CP144694.1_RagTag.2612	GRAS
evm.model.CP144694.1_RagTag.2670	NAC
evm.model.CP144694.1_RagTag.2672	NAC
evm.model.CP144694.1_RagTag.268	LBD
evm.model.CP144694.1_RagTag.2936	LBD
evm.model.CP144694.1_RagTag.300	bHLH
evm.model.CP144694.1_RagTag.3003	Dof
evm.model.CP144694.1_RagTag.3019	GRAS
evm.model.CP144694.1_RagTag.3020	GRAS
evm.model.CP144694.1_RagTag.3021	GRAS
evm.model.CP144694.1_RagTag.3022	GRAS
evm.model.CP144694.1_RagTag.3089	bHLH
evm.model.CP144694.1_RagTag.3130	Nin-like
evm.model.CP144694.1_RagTag.3181	bHLH
evm.model.CP144694.1_RagTag.3200	bZIP
evm.model.CP144694.1_RagTag.3263	bZIP
evm.model.CP144694.1_RagTag.3283	bZIP
evm.model.CP144694.1_RagTag.336	NAC
evm.model.CP144694.1_RagTag.3376	NAC
evm.model.CP144694.1_RagTag.3377	GRAS
evm.model.CP144694.1_RagTag.3385	GRAS
evm.model.CP144694.1_RagTag.3416	E2F/DP
evm.model.CP144694.1_RagTag.3453	GRAS
evm.model.CP144694.1_RagTag.435	SBP
evm.model.CP144694.1_RagTag.464	NZZ/SPL
evm.model.CP144694.1_RagTag.625	NAC
evm.model.CP144694.1_RagTag.696	bZIP
evm.model.CP144694.1_RagTag.76	bHLH
evm.model.CP144695.1_RagTag.1027	TCP
evm.model.CP144695.1_RagTag.1131	TCP
evm.model.CP144695.1_RagTag.1201	Dof
evm.model.CP144695.1_RagTag.1233	NF-YC
evm.model.CP144695.1_RagTag.1238	FAR1
evm.model.CP144695.1_RagTag.1302	NAC
evm.model.CP144695.1_RagTag.1508	bHLH
evm.model.CP144695.1_RagTag.159	FAR1
evm.model.CP144695.1_RagTag.1607	bHLH
evm.model.CP144695.1_RagTag.1612	GRAS
evm.model.CP144695.1_RagTag.1647	GATA
evm.model.CP144695.1_RagTag.1719	bHLH
evm.model.CP144695.1_RagTag.1859	NF-YA
evm.model.CP144695.1_RagTag.1946	bZIP
evm.model.CP144695.1_RagTag.1979	Trihelix
evm.model.CP144695.1_RagTag.2002	Trihelix
evm.model.CP144695.1_RagTag.2111	NAC
evm.model.CP144695.1_RagTag.2123	NF-YB
evm.model.CP144695.1_RagTag.2130	WRKY
evm.model.CP144695.1_RagTag.2272	bHLH
evm.model.CP144695.1_RagTag.2274	LBD
evm.model.CP144695.1_RagTag.2306	bHLH
evm.model.CP144695.1_RagTag.241	WRKY
evm.model.CP144695.1_RagTag.2674	bZIP
evm.model.CP144695.1_RagTag.2764	Dof
evm.model.CP144695.1_RagTag.284	SRS
evm.model.CP144695.1_RagTag.2854	GATA
evm.model.CP144695.1_RagTag.2863	NAC
evm.model.CP144695.1_RagTag.2865	NAC
evm.model.CP144695.1_RagTag.3000	SBP
evm.model.CP144695.1_RagTag.3024	GRAS
evm.model.CP144695.1_RagTag.3038	NAC
evm.model.CP144695.1_RagTag.3088	bHLH
evm.model.CP144695.1_RagTag.3146	SBP
evm.model.CP144695.1_RagTag.3256	GRAS
evm.model.CP144695.1_RagTag.3292	LBD
evm.model.CP144695.1_RagTag.3346	WRKY
evm.model.CP144695.1_RagTag.347	GRAS
evm.model.CP144695.1_RagTag.3610	bZIP
evm.model.CP144695.1_RagTag.3853	GRAS
evm.model.CP144695.1_RagTag.712	WRKY
evm.model.CP144695.1_RagTag.778	WRKY
evm.model.CP144695.1_RagTag.82	WRKY
evm.model.CP144695.1_RagTag.893	ZF-HD
evm.model.CP144695.1_RagTag.924	NAC
evm.model.CP144695.1_RagTag.961	WRKY
evm.model.CP144696.1_RagTag.1111	bHLH
evm.model.CP144696.1_RagTag.1127	WRKY
evm.model.CP144696.1_RagTag.1222	WRKY
evm.model.CP144696.1_RagTag.1250	SBP
evm.model.CP144696.1_RagTag.1325	GATA
evm.model.CP144696.1_RagTag.1389	NF-YB
evm.model.CP144696.1_RagTag.1488	ZF-HD
evm.model.CP144696.1_RagTag.1491	NAC
evm.model.CP144696.1_RagTag.1515	NF-YB
evm.model.CP144696.1_RagTag.1517	NF-YB
evm.model.CP144696.1_RagTag.1780	E2F/DP
evm.model.CP144696.1_RagTag.1839	GRAS
evm.model.CP144696.1_RagTag.1852	WRKY
evm.model.CP144696.1_RagTag.1882	WRKY
evm.model.CP144696.1_RagTag.2055	bHLH
evm.model.CP144696.1_RagTag.2089	GRAS
evm.model.CP144696.1_RagTag.2165	bHLH
evm.model.CP144696.1_RagTag.2240	GRAS
evm.model.CP144696.1_RagTag.2308	NAC
evm.model.CP144696.1_RagTag.264	bHLH
evm.model.CP144696.1_RagTag.2652	WRKY
evm.model.CP144696.1_RagTag.268	NAC
evm.model.CP144696.1_RagTag.2733	bHLH
evm.model.CP144696.1_RagTag.2750	bHLH
evm.model.CP144696.1_RagTag.2835	ZF-HD
evm.model.CP144696.1_RagTag.2837	BES1
evm.model.CP144696.1_RagTag.290	bHLH
evm.model.CP144696.1_RagTag.2912	YABBY
evm.model.CP144696.1_RagTag.3145	NAC
evm.model.CP144696.1_RagTag.3362	NAC
evm.model.CP144696.1_RagTag.3576	SBP
evm.model.CP144696.1_RagTag.3635	bZIP
evm.model.CP144696.1_RagTag.456	GRAS
evm.model.CP144696.1_RagTag.491	GRAS
evm.model.CP144696.1_RagTag.553	LBD
evm.model.CP144696.1_RagTag.582	Dof
evm.model.CP144696.1_RagTag.592	bHLH
evm.model.CP144696.1_RagTag.614	E2F/DP
evm.model.CP144696.1_RagTag.643	LBD
evm.model.CP144696.1_RagTag.682	Dof
evm.model.CP144696.1_RagTag.684	NAC
evm.model.CP144696.1_RagTag.743	TCP
evm.model.CP144696.1_RagTag.752	SBP
evm.model.CP144696.1_RagTag.980	bHLH
evm.model.CP144696.1_RagTag.987	WRKY
evm.model.CP144697.1_RagTag.1188	TCP
evm.model.CP144697.1_RagTag.1348	FAR1
evm.model.CP144697.1_RagTag.1399	Dof
evm.model.CP144697.1_RagTag.1408	bZIP
evm.model.CP144697.1_RagTag.1603	TCP
evm.model.CP144697.1_RagTag.1694	NAC
evm.model.CP144697.1_RagTag.1883	LBD
evm.model.CP144697.1_RagTag.1910	NAC
evm.model.CP144697.1_RagTag.2182	BBR-BPC
evm.model.CP144697.1_RagTag.2183	BBR-BPC
evm.model.CP144697.1_RagTag.2262	FAR1
evm.model.CP144697.1_RagTag.3223	Trihelix
evm.model.CP144697.1_RagTag.3224	Trihelix
evm.model.CP144697.1_RagTag.3236	Trihelix
evm.model.CP144697.1_RagTag.691	WRKY
evm.model.CP144697.1_RagTag.962	NAC
evm.model.CP144698.1_RagTag.122	WRKY
evm.model.CP144698.1_RagTag.1491	FAR1
evm.model.CP144698.1_RagTag.1561	FAR1
evm.model.CP144698.1_RagTag.162	bZIP
evm.model.CP144698.1_RagTag.1796	bHLH
evm.model.CP144698.1_RagTag.2084	bHLH
evm.model.CP144698.1_RagTag.2138	WRKY
evm.model.CP144698.1_RagTag.215	WRKY
evm.model.CP144698.1_RagTag.2275	bHLH
evm.model.CP144698.1_RagTag.2308	FAR1
evm.model.CP144698.1_RagTag.238	NF-YC
evm.model.CP144698.1_RagTag.24	NAC
evm.model.CP144698.1_RagTag.245	FAR1
evm.model.CP144698.1_RagTag.41	NAC
evm.model.CP144698.1_RagTag.42	NAC
evm.model.CP144698.1_RagTag.559	FAR1
evm.model.CP144698.1_RagTag.598	GeBP
evm.model.CP144698.1_RagTag.599	GeBP
evm.model.CP144698.1_RagTag.772	GRAS
evm.model.CP144698.1_RagTag.788	GRAS
evm.model.CP144698.1_RagTag.88	bHLH
evm.model.CP144698.1_RagTag.988	Trihelix
evm.model.CP144699.1_RagTag.1067	LBD
evm.model.CP144699.1_RagTag.1226	SBP
evm.model.CP144699.1_RagTag.1422	WRKY
evm.model.CP144699.1_RagTag.1482	NAC
evm.model.CP144699.1_RagTag.163	NF-YB
evm.model.CP144699.1_RagTag.1852	LFY
evm.model.CP144699.1_RagTag.2080	NAC
evm.model.CP144699.1_RagTag.2156	NAC
evm.model.CP144699.1_RagTag.2240	Trihelix
evm.model.CP144699.1_RagTag.2544	NAC
evm.model.CP144699.1_RagTag.259	bHLH
evm.model.CP144699.1_RagTag.2703	Dof
evm.model.CP144699.1_RagTag.2720	Nin-like
evm.model.CP144699.1_RagTag.2826	GRAS
evm.model.CP144699.1_RagTag.2917	NAC
evm.model.CP144699.1_RagTag.3035	GRAS
evm.model.CP144699.1_RagTag.3085	Dof
evm.model.CP144699.1_RagTag.3155	bHLH
evm.model.CP144699.1_RagTag.3252	GATA
evm.model.CP144699.1_RagTag.3310	bHLH
evm.model.CP144699.1_RagTag.3393	CPP
evm.model.CP144699.1_RagTag.3438	NAC
evm.model.CP144699.1_RagTag.3454	WRKY
evm.model.CP144699.1_RagTag.3606	WRKY
evm.model.CP144699.1_RagTag.3931	BBR-BPC
evm.model.CP144699.1_RagTag.3980	Nin-like
evm.model.CP144699.1_RagTag.4010	NAC
evm.model.CP144699.1_RagTag.4030	bHLH
evm.model.CP144699.1_RagTag.4042	bZIP
evm.model.CP144699.1_RagTag.4056	SRS
evm.model.CP144699.1_RagTag.4063	GATA
evm.model.CP144699.1_RagTag.408	SBP
evm.model.CP144699.1_RagTag.583	TCP
evm.model.CP144699.1_RagTag.606	TCP
evm.model.CP144699.1_RagTag.661	FAR1
evm.model.CP144699.1_RagTag.663	WRKY
evm.model.CP144699.1_RagTag.787	Dof
evm.model.CP144699.1_RagTag.801	NAC
evm.model.CP144699.1_RagTag.837	WRKY
evm.model.CP144700.1_RagTag.1018	bZIP
evm.model.CP144700.1_RagTag.1031	bHLH
evm.model.CP144700.1_RagTag.1234	WRKY
evm.model.CP144700.1_RagTag.1243	WRKY
evm.model.CP144700.1_RagTag.1244	WRKY
evm.model.CP144700.1_RagTag.1654	bHLH
evm.model.CP144700.1_RagTag.1816	BBR-BPC
evm.model.CP144700.1_RagTag.210	NAC
evm.model.CP144700.1_RagTag.225	bHLH
evm.model.CP144700.1_RagTag.226	bHLH
evm.model.CP144700.1_RagTag.2435	NF-YA
evm.model.CP144700.1_RagTag.2545	GRAS
evm.model.CP144700.1_RagTag.281	GRAS
evm.model.CP144700.1_RagTag.2951	EIL
evm.model.CP144700.1_RagTag.296	GRAS
evm.model.CP144700.1_RagTag.3123	Dof
evm.model.CP144700.1_RagTag.3681	NAC
evm.model.CP144700.1_RagTag.3910	Whirly
evm.model.CP144700.1_RagTag.4367	WRKY
evm.model.CP144700.1_RagTag.4384	bHLH
evm.model.CP144700.1_RagTag.4386	bHLH
evm.model.CP144700.1_RagTag.455	Dof
evm.model.CP144700.1_RagTag.4614	GRAS
evm.model.CP144700.1_RagTag.4699	NAC
evm.model.CP144700.1_RagTag.4701	NAC
evm.model.CP144700.1_RagTag.4742	YABBY
evm.model.CP144700.1_RagTag.4799	bHLH
evm.model.CP144700.1_RagTag.4993	bZIP
evm.model.CP144700.1_RagTag.506	GRAS
evm.model.CP144700.1_RagTag.5079	bHLH
evm.model.CP144700.1_RagTag.5246	NAC
evm.model.CP144700.1_RagTag.5264	Dof
evm.model.CP144700.1_RagTag.527	ZF-HD
evm.model.CP144700.1_RagTag.5367	NAC
evm.model.CP144700.1_RagTag.5417	bZIP
evm.model.CP144700.1_RagTag.5787	NAC
evm.model.CP144700.1_RagTag.5808	NF-YB
evm.model.CP144700.1_RagTag.5818	NAC
evm.model.CP144700.1_RagTag.5893	bHLH
evm.model.CP144700.1_RagTag.5900	BBR-BPC
evm.model.CP144700.1_RagTag.5904	NAC
evm.model.CP144700.1_RagTag.5962	bHLH
evm.model.CP144700.1_RagTag.5996	WRKY
evm.model.CP144700.1_RagTag.6040	WRKY
evm.model.CP144700.1_RagTag.6159	CPP
evm.model.CP144700.1_RagTag.6318	NF-X1
evm.model.CP144700.1_RagTag.751	bZIP
evm.model.CP144700.1_RagTag.773	Dof
evm.model.CP144700.1_RagTag.857	bHLH
evm.model.CP144700.1_RagTag.92	NAC
evm.model.contig_2928.5	VOZ
evm.model.contig_3253.3	GRAS
evm.model.contig_3430.3	GRAS
evm.model.contig_3664.3	FAR1
evm.model.contig_746.1	VOZ
evm.model.CP144692.1_RagTag.1559	ARF
evm.model.CP144694.1_RagTag.2867	ARF
evm.model.CP144695.1_RagTag.1819	ARF
evm.model.CP144699.1_RagTag.359	ARF
evm.model.CP144690.1_RagTag.3577	B3
evm.model.CP144690.1_RagTag.4064	B3
evm.model.CP144690.1_RagTag.429	B3
evm.model.CP144691.1_RagTag.1545	B3
evm.model.CP144692.1_RagTag.4435	B3
evm.model.CP144692.1_RagTag.4436	B3
evm.model.CP144692.1_RagTag.4437	B3
evm.model.CP144693.1_RagTag.120	B3
evm.model.CP144693.1_RagTag.1649	B3
evm.model.CP144694.1_RagTag.1221	B3
evm.model.CP144694.1_RagTag.2922	B3
evm.model.CP144695.1_RagTag.1914	B3
evm.model.CP144695.1_RagTag.336	B3
evm.model.CP144696.1_RagTag.3069	B3
evm.model.CP144698.1_RagTag.2	B3
evm.model.CP144699.1_RagTag.1169	B3
evm.model.CP144699.1_RagTag.66	B3
evm.model.CP144700.1_RagTag.1310	B3
evm.model.CP144700.1_RagTag.2075	B3
evm.model.CP144700.1_RagTag.4997	B3
evm.model.CP144699.1_RagTag.3740	AP2
evm.model.CP144696.1_RagTag.2147	AP2
evm.model.CP144690.1_RagTag.2200	ERF
evm.model.CP144690.1_RagTag.329	ERF
evm.model.CP144690.1_RagTag.3642	ERF
evm.model.CP144690.1_RagTag.3696	ERF
evm.model.CP144690.1_RagTag.631	ERF
evm.model.CP144691.1_RagTag.1169	ERF
evm.model.CP144691.1_RagTag.2168	ERF
evm.model.CP144691.1_RagTag.570	ERF
evm.model.CP144692.1_RagTag.1285	ERF
evm.model.CP144692.1_RagTag.2147	ERF
evm.model.CP144692.1_RagTag.2148	ERF
evm.model.CP144692.1_RagTag.2155	ERF
evm.model.CP144692.1_RagTag.2162	ERF
evm.model.CP144692.1_RagTag.2833	ERF
evm.model.CP144692.1_RagTag.2933	ERF
evm.model.CP144692.1_RagTag.3548	ERF
evm.model.CP144692.1_RagTag.3551	ERF
evm.model.CP144692.1_RagTag.3552	ERF
evm.model.CP144692.1_RagTag.3600	ERF
evm.model.CP144692.1_RagTag.4046	ERF
evm.model.CP144692.1_RagTag.4047	ERF
evm.model.CP144692.1_RagTag.4377	ERF
evm.model.CP144692.1_RagTag.685	ERF
evm.model.CP144692.1_RagTag.688	ERF
evm.model.CP144692.1_RagTag.80	ERF
evm.model.CP144693.1_RagTag.204	ERF
evm.model.CP144693.1_RagTag.579	ERF
evm.model.CP144693.1_RagTag.770	ERF
evm.model.CP144694.1_RagTag.2378	ERF
evm.model.CP144695.1_RagTag.2263	ERF
evm.model.CP144695.1_RagTag.2265	ERF
evm.model.CP144695.1_RagTag.2267	ERF
evm.model.CP144695.1_RagTag.2268	ERF
evm.model.CP144695.1_RagTag.2294	ERF
evm.model.CP144695.1_RagTag.2504	ERF
evm.model.CP144695.1_RagTag.2839	ERF
evm.model.CP144695.1_RagTag.3121	ERF
evm.model.CP144695.1_RagTag.35	ERF
evm.model.CP144695.1_RagTag.838	ERF
evm.model.CP144695.1_RagTag.955	ERF
evm.model.CP144696.1_RagTag.1404	ERF
evm.model.CP144696.1_RagTag.1817	ERF
evm.model.CP144696.1_RagTag.1851	ERF
evm.model.CP144696.1_RagTag.1857	ERF
evm.model.CP144696.1_RagTag.1929	ERF
evm.model.CP144696.1_RagTag.2853	ERF
evm.model.CP144696.1_RagTag.449	ERF
evm.model.CP144696.1_RagTag.780	ERF
evm.model.CP144697.1_RagTag.3407	ERF
evm.model.CP144697.1_RagTag.3410	ERF
evm.model.CP144698.1_RagTag.2205	ERF
evm.model.CP144698.1_RagTag.392	ERF
evm.model.CP144699.1_RagTag.219	ERF
evm.model.CP144699.1_RagTag.220	ERF
evm.model.CP144699.1_RagTag.221	ERF
evm.model.CP144699.1_RagTag.2502	ERF
evm.model.CP144699.1_RagTag.2809	ERF
evm.model.CP144699.1_RagTag.3554	ERF
evm.model.CP144699.1_RagTag.3637	ERF
evm.model.CP144699.1_RagTag.3800	ERF
evm.model.CP144699.1_RagTag.48	ERF
evm.model.CP144699.1_RagTag.777	ERF
evm.model.CP144700.1_RagTag.159	ERF
evm.model.CP144700.1_RagTag.3348	ERF
evm.model.CP144700.1_RagTag.3677	ERF
evm.model.CP144700.1_RagTag.4383	ERF
evm.model.CP144700.1_RagTag.4411	ERF
evm.model.CP144700.1_RagTag.5411	ERF
evm.model.CP144700.1_RagTag.5685	ERF
evm.model.CP144700.1_RagTag.5882	ERF
evm.model.CP144700.1_RagTag.6026	ERF
evm.model.contig_2729.1	ERF
evm.model.contig_3537.2	ERF
evm.model.CP144699.1_RagTag.3920	DBB
evm.model.CP144700.1_RagTag.585	DBB
evm.model.CP144692.1_RagTag.4374	CO-like
evm.model.CP144700.1_RagTag.6188	CO-like
evm.model.CP144693.1_RagTag.1035	ARR-B
evm.model.CP144696.1_RagTag.1330	ARR-B
evm.model.CP144699.1_RagTag.3588	ARR-B
evm.model.CP144700.1_RagTag.6246	ARR-B
evm.model.CP144691.1_RagTag.3369	G2-like
evm.model.CP144691.1_RagTag.559	G2-like
evm.model.CP144692.1_RagTag.2017	G2-like
evm.model.CP144692.1_RagTag.2503	G2-like
evm.model.CP144692.1_RagTag.3707	G2-like
evm.model.CP144693.1_RagTag.597	G2-like
evm.model.CP144693.1_RagTag.939	G2-like
evm.model.CP144694.1_RagTag.2714	G2-like
evm.model.CP144695.1_RagTag.1403	G2-like
evm.model.CP144695.1_RagTag.1635	G2-like
evm.model.CP144695.1_RagTag.2460	G2-like
evm.model.CP144695.1_RagTag.4637	G2-like
evm.model.CP144696.1_RagTag.1329	G2-like
evm.model.CP144696.1_RagTag.284	G2-like
evm.model.CP144696.1_RagTag.3196	G2-like
evm.model.CP144696.1_RagTag.339	G2-like
evm.model.CP144696.1_RagTag.34	G2-like
evm.model.CP144697.1_RagTag.2176	G2-like
evm.model.CP144697.1_RagTag.961	G2-like
evm.model.CP144699.1_RagTag.106	G2-like
evm.model.CP144699.1_RagTag.3853	G2-like
evm.model.CP144699.1_RagTag.624	G2-like
evm.model.CP144700.1_RagTag.203	G2-like
evm.model.CP144700.1_RagTag.434	G2-like
evm.model.CP144700.1_RagTag.5428	G2-like
evm.model.CP144700.1_RagTag.904	G2-like
evm.model.contig_3576.2	G2-like
evm.model.CP144691.1_RagTag.1644	M-type_MADS
evm.model.CP144691.1_RagTag.1646	M-type_MADS
evm.model.CP144691.1_RagTag.1647	M-type_MADS
evm.model.CP144692.1_RagTag.3114	M-type_MADS
evm.model.CP144692.1_RagTag.3117	M-type_MADS
evm.model.CP144692.1_RagTag.4202	M-type_MADS
evm.model.CP144692.1_RagTag.4203	M-type_MADS
evm.model.CP144695.1_RagTag.1857	M-type_MADS
evm.model.CP144696.1_RagTag.1124	M-type_MADS
evm.model.CP144696.1_RagTag.1712	M-type_MADS
evm.model.CP144698.1_RagTag.444	M-type_MADS
evm.model.CP144699.1_RagTag.492	M-type_MADS
evm.model.CP144700.1_RagTag.4667	M-type_MADS
evm.model.CP144700.1_RagTag.6136	M-type_MADS
evm.model.CP144692.1_RagTag.1262	GRF
evm.model.CP144699.1_RagTag.2645	GRF
evm.model.CP144691.1_RagTag.509	HB-other
evm.model.CP144692.1_RagTag.4252	HB-other
evm.model.CP144695.1_RagTag.422	HB-other
evm.model.CP144696.1_RagTag.1935	HB-other
evm.model.CP144699.1_RagTag.40	HB-other
evm.model.CP144700.1_RagTag.3297	HB-other
evm.model.CP144700.1_RagTag.3870	HB-other
evm.model.CP144700.1_RagTag.4267	HB-other
evm.model.contig_2889.7	HB-other
evm.model.CP144693.1_RagTag.424	WOX
evm.model.CP144697.1_RagTag.2141	WOX
evm.model.CP144690.1_RagTag.710	WOX
evm.model.CP144692.1_RagTag.4065	WOX
evm.model.CP144695.1_RagTag.2759	WOX
evm.model.CP144690.1_RagTag.4026	WOX
evm.model.CP144691.1_RagTag.2534	WOX
evm.model.CP144699.1_RagTag.3034	WOX
evm.model.CP144700.1_RagTag.2973	WOX
evm.model.CP144691.1_RagTag.2300	WOX
evm.model.CP144697.1_RagTag.3361	WOX
evm.model.CP144690.1_RagTag.2880	WOX
